IR_PARAMETER_DESC,PARENT_CATEGORY,SUB_CATEGORY
Noel Statre 4Day Chronic Ceriodaphnia,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 4Day Chronic D. Magna,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 4Day Chronic D. Pulex,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 4Day Chronic Mysid. Bahia,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 4Day Chronic Cyprinodon,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 4Day Chronic Menidia,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 4Day Chronic Pimephales,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 4Day Chronic Salmo Gair.,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 4Day Chronic Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 7Day Chronic Selen. Capr.,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 7Day Chronic L. Minor,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 7Day Chronic Champia,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 7Day Chronic Arbacia,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 7Day Chronic Ceriodaphnia,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 7Day Chronic D. Magna,Aquatic Toxicity,Aquatic Toxicity
Acidity,Uncategorized,Uncategorized
Differential pressure annular well head,Uncategorized,Uncategorized
Sodium arsenite,Solids,Dissolved Solids
Chlorides + Sulfates,Solids,Dissolved Solids
Oxygen demand first stage,Uncategorized,Uncategorized
"Mercaptans, total",Uncategorized,Uncategorized
"Resin acids, total",pH,pH
Dimethylbenzidine,Toxic Organics,Toxic Organics
pH change [range],pH,pH
"Algal, biomass percent",Uncategorized,Uncategorized
"Spray irrigation, application rate",pH,pH
"Iron, total percent removal",Metals,Iron
Sludge settleability 30 minute,Uncategorized,Uncategorized
"Flow volume daily, into a well",Flow,Flow
Sludge volume daily into a well,Uncategorized,Uncategorized
Area of disposal- used,Uncategorized,Uncategorized
"Pressure, bottom-at well bottom",Uncategorized,Uncategorized
Dichlorobutene [isomers],Toxic Organics,Toxic Organics
"2-sec-Butyl-4,6-dinitrophenol",Toxic Organics,Toxic Organics
Trichlorophenate- [isomers],Uncategorized,Uncategorized
EDTA ammoniated,Nutrients,Nitrogen
Free acid,pH,pH
Ammonia & ammonium- total,Nutrients,Nitrogen
Chlorodimeform,Toxic Organics,Toxic Organics
2-Ethyl-2-methyldioxolane,Toxic Organics,Toxic Organics
Temperature rate of change deg. C/hr,Temperature,Temperature
"Turbidity, % increas over intake",Color and Turbidity,Turbidity
"BOD, 5 lb/cu ft process",Organics,COD
Total susp. solids- lb/cu ft process,Solids,Suspended Solids
Mixed liquor,Uncategorized,Uncategorized
Microscopic analysis,Uncategorized,Uncategorized
"Nitrobodies, total",Organics,COD
"Solids, total non- volatile, non-fixed",Toxic Organics,Toxic Organics
Lagoon observation visual,Uncategorized,Uncategorized
"Calcium hypochlorite, weight/application grams",Metals,Calcium
"Calcium hypochlorite, number of applications",Metals,Calcium
4-Nitro-m-cresol,Toxic Organics,Toxic Organics
"Radioactivity, gross",Other,Radiation
"Nitrogen, ammonia, sludge, tot dry wgt",Nutrients,Nitrogen
"Chloride, dissolved [as Cl]",Solids,Dissolved Solids
"Radon, total in water",Other,Radiation
"Tantalum, total",Uncategorized,Uncategorized
"Samarium, total [as Sm in water]",Uncategorized,Uncategorized
"Ruthenium, total",Uncategorized,Uncategorized
Ethylene,Toxic Organics,Toxic Organics
"Proprane, total",Uncategorized,Uncategorized
Dissolved radioactive gasses,Other,Fuel
Solids accumulation rate tot dry weight,Solids,Suspended Solids
Nitrogen oxides [as N],Nutrients,Nitrogen
"Nitrogen, oxidized",Nutrients,Nitrogen
"First stage oxygen demand, % removal",Uncategorized,Uncategorized
"Sodium sulfate, total",Solids,Dissolved Solids
"Free acid, total",pH,pH
Water treatment additives,Other,Other
Aluminum sulfate,Metals,Aluminum
"Hardness, tot calc. [Ca, Mg, Fe] as CaC03",Uncategorized,Uncategorized
"Chromium, hexavalent",Metals,Chromium
"BOD, % over influent",Organics,COD
"Iron, dissolved from dry deposition",Metals,Iron
Trichlorobenzene,Toxic Organics,Toxic Organics
Dichlorobutadiene,Toxic Organics,Toxic Organics
"Nitrogen, Kjeldahl",Nutrients,Nitrogen
MB 121,Uncategorized,Uncategorized
Polyacrylamide chloride,Toxic Organics,Toxic Organics
Water level relative to mean sea level,Other,Other
Elevation of original ground,Other,Other
"Osmotic pressure, total, unf whl wtr",Uncategorized,Uncategorized
Volatile halogenated hydrocarbons,Organics,COD
Volatile hydrocarbons,Organics,COD
Total pesticides,Toxic Organics,Toxic Organics
"Conductivity, net",Solids,Dissolved Solids
Lagoon freeboard,Uncategorized,Uncategorized
Ciodrin,Uncategorized,Uncategorized
pH exchange [su],pH,pH
Daily excursion time [min],Uncategorized,Uncategorized
Month excursion time [min],Uncategorized,Uncategorized
Day - max excursion time [min],Uncategorized,Uncategorized
"pH range excursions, > 60 minutes",pH,pH
"pH range excursions, monthly total accum",pH,pH
"pH, in soil",Other,Fuel
"Drilling fluids, free oil",Other,Other
"Drilling fluids, toxicity",Other,Other
"Drilling fluids, end of well toxicity",Other,Other
"Drilling fluids, discharge rate",Other,Other
"Drilling fluids, oil content",Other,Other
"Drilling fluids, volume",Other,Other
"Drill cuttings, free oil",Other,Fuel
"Drilling cuttings, volume",Other,Other
"Deck drainage, free oil",Other,Fuel
"Deck drainage, volume",Uncategorized,Uncategorized
"Produced water, oil and grease",Other,Fuel
"Produced water, flow",Flow,Flow
"Produced sand, free oil",Other,Fuel
"Produced sand, weight",Solids,Suspended Solids
"Well fluids, free oil",Other,Fuel
"Well fluids, volume",Uncategorized,Uncategorized
"Sanitary waste, residual chlorine",Inorganics,Disinfectants
"Sanitary waste, flow",Flow,Flow
"Sanitary waste, solids",Solids,Suspended Solids
"Domestic waste, foam and floating solids",Other,Other
"Desalinization unit, free oil",Other,Fuel
Azinphos-methyl,Toxic Organics,Toxic Organics
Dibromochloropropane,Uncategorized,Uncategorized
p-Chloro-m-cresol,Toxic Organics,Toxic Organics
"Backwash cycles, total number of",Uncategorized,Uncategorized
Metribuzin,Uncategorized,Uncategorized
"Volatile halogenated organics [VHO], tot",Organics,Other Organics
"Benzene, 1-chloro-4-[trifluoromethyl]-",Toxic Organics,Toxic Organics
"Linuron, total recoverable",Toxic Organics,Toxic Organics
"Tebuthiuron, total recoverable",Uncategorized,Uncategorized
"Pronamide, total recoverable",Uncategorized,Uncategorized
"DCPA, total recoverable",Uncategorized,Uncategorized
"Pendimethalin, total recoverable",Toxic Organics,Toxic Organics
"Permethrin, total recoverable",Toxic Organics,Toxic Organics
"Cyanazine, total recoverable",Toxic Organics,Toxic Organics
TCDD equivalents,Toxic Organics,Toxic Organics
Endrin + endrin aldehyde [sum],Toxic Organics,Toxic Organics
Distance from shore,Uncategorized,Uncategorized
Vegetative cover,Uncategorized,Uncategorized
Oil and grease visual,Other,Fuel
Volatile organics detected,Organics,Other Organics
Dioxin laboratory - alpha code,Other,Other
Oil - separator obsv - assessment,Other,Fuel
Evaporator/bed obsv - assessment,Uncategorized,Uncategorized
Area inspection visual,Uncategorized,Uncategorized
Drain field insp assessment,Uncategorized,Uncategorized
Sludge buildup visual,Uncategorized,Uncategorized
Pond observation,Uncategorized,Uncategorized
"Outfall observation,visual, y/n response",Uncategorized,Uncategorized
Discharge event observation [Visual Monitoring],Uncategorized,Uncategorized
Pollutant table from 503.13,Uncategorized,Uncategorized
Level of pathogen requirements achieved,Other,Other
Description of pathogen option used,Pathogens,Pathogens
Vector attraction reduction alternative used,Uncategorized,Uncategorized
Tidal stage,Other,Other
Suspended solids,Solids,Suspended Solids
Biochemical oxygen demand-5,Organics,COD
"Animals, total estimated no. of",Uncategorized,Uncategorized
Algal growth potential,Uncategorized,Uncategorized
Water level at sample collection time,Other,Other
Report due [yrmoda],Uncategorized,Uncategorized
"Flow, direction",Flow,Flow
Velocity of intake,Uncategorized,Uncategorized
"1,1-Dichloro-1-fluoroethane",Toxic Organics,Toxic Organics
"1-Chloro-1,1-difluoroethane",Toxic Organics,Toxic Organics
"1,1,1-Trifluoroethane",Toxic Organics,Toxic Organics
"1,1,1,3,3-Pentafluorobutane",Toxic Organics,Toxic Organics
Corrugated media - markt pulp air-dried,Uncategorized,Uncategorized
Stickwater discharge,Uncategorized,Uncategorized
De-inked washed fiber,Uncategorized,Uncategorized
De-inked floatation fiber,Uncategorized,Uncategorized
Purchased paper,Uncategorized,Uncategorized
Fine paper machine - dried,Uncategorized,Uncategorized
Raw materials processed,Uncategorized,Uncategorized
Pulp Production,Uncategorized,Uncategorized
"Potassium, total recoverable",Nutrients,Potassium
Bis[2-ethylhexyl] adipate,Toxic Organics,Toxic Organics
2-Acetyl aminoflourcene,Toxic Organics,Toxic Organics
"Iodine, total",Uncategorized,Uncategorized
Bromide [as Br],Uncategorized,Uncategorized
"Bromine, reported as the element",Uncategorized,Uncategorized
Bromine chloride,Solids,Dissolved Solids
Hydrogen sulfide,Inorganics,Toxic Inorganics
Formaldehyde,Toxic Organics,Toxic Organics
"Phosphorus, total soluble [as PO4]",Nutrients,Phosphorus
"Mercury, dissolved [as Hg]",Metals,Mercury
"Mercury, total [as Hg]",Metals,Mercury
"Mercury, total recoverable",Metals,Mercury
"Gold, total [as Au]",Uncategorized,Uncategorized
"Rare earth metals, total",Metals,Other Metals
"Mercury, tot in bot deposits [dry wgt]",Metals,Mercury
Depth to water level ft below landsurface,Other,Other
Depth of pond or reservoir in feet,Uncategorized,Uncategorized
Detention time,Uncategorized,Uncategorized
Pump hours,Uncategorized,Uncategorized
"Gases, total dissolved",Other,Fuel
Seawater in drilling fluids,Other,Other
Freshwater in drilling fluids,Other,Other
Length of longest pH excursion,pH,pH
% of time exceeding pH limits,pH,pH
Elevation of top of well casing,Other,Other
"Ethyl ether, by gas chromatograph",Other,Fuel
"3,4,5-Trichlorocatechol",Uncategorized,Uncategorized
Tetrachloroguaiacol,Toxic Organics,Toxic Organics
"4,5,6-Trichloroguaiacol",Uncategorized,Uncategorized
"PCB-1221, dry weight",Toxic Organics,Toxic Organics
"1,2,3,6,7,8-HXCDF, total sludge",Uncategorized,Uncategorized
"1,2,3,7,8,9-HXCDF, total sludge",Uncategorized,Uncategorized
"2,3,4,6,7,8-HXCDF, total sludge",Uncategorized,Uncategorized
"1,2,3,4,6,7,8-HPCDD, total sludge",Uncategorized,Uncategorized
"1,2,3,4,6,7,8-HPCDF, total sludge",Uncategorized,Uncategorized
"1,2,3,4,7,8,9-HPCDF, total sludge",Uncategorized,Uncategorized
"3,3',4,4'-TCB, total sludge",Uncategorized,Uncategorized
"3,4,4',5-TCB, total sludge",Uncategorized,Uncategorized
"3,3',4,4',5-PECB, total sludge",Uncategorized,Uncategorized
"2,3,3',4,4'-PECB, total sludge",Uncategorized,Uncategorized
"2,3',4,4',5-PECB, total sludge",Uncategorized,Uncategorized
"2,3',4,4',5'-PECB, total sludge",Uncategorized,Uncategorized
"2,3,4,4',5-PECB, total sludge",Uncategorized,Uncategorized
"3,3',4,4',5,5'-HXCB, total sludge",Uncategorized,Uncategorized
"2,3,3',4,4',5-HXCB, total sludge",Uncategorized,Uncategorized
"2,3,3',4,4',5'-HXCB, total sludge",Uncategorized,Uncategorized
"2,3',4,4',5,5'-HXCB, total sludge",Uncategorized,Uncategorized
"2,3,3',4,4',5,5'-HPCB, total sludge",Toxic Organics,Toxic Organics
"2,3,7,8-TCDD TTE, total sludge",Toxic Organics,Toxic Organics
LC50 Mycd Shrimp Static Defn,Uncategorized,Uncategorized
LC50 Shee Minnow Static Defn,Uncategorized,Uncategorized
LC50 Fthd Minnow Static Defn,Uncategorized,Uncategorized
LC50 Static 48Hr Acute Selen. Capr.,Aquatic Toxicity,Aquatic Toxicity
LC50 Static 48Hr Acute L. Minor,Aquatic Toxicity,Aquatic Toxicity
LC50 Static 48Hr Acute Champia,Aquatic Toxicity,Aquatic Toxicity
LC50 Static 48Hr Acute Arbacia,Aquatic Toxicity,Aquatic Toxicity
LC50 Static 48Hr Acute Ceriodaphnia,Aquatic Toxicity,Aquatic Toxicity
LC50 Static 48Hr Acute D. Magna,Aquatic Toxicity,Aquatic Toxicity
LC50 Static 48Hr Acute D. Pulex,Aquatic Toxicity,Aquatic Toxicity
LC50 Static 48Hr Acute Mysid. Bahia,Aquatic Toxicity,Aquatic Toxicity
LC50 Static 48Hr Acute Cyprinodon,Aquatic Toxicity,Aquatic Toxicity
LC50 Static 48Hr Acute Menidia,Aquatic Toxicity,Aquatic Toxicity
LC50 Static 48Hr Acute Pimephales,Aquatic Toxicity,Aquatic Toxicity
LC50 Static 48Hr Acute Salmo Gair.,Aquatic Toxicity,Aquatic Toxicity
LC50 Static 48Hr Acute Lepomis Macrochirus,Aquatic Toxicity,Aquatic Toxicity
LC50 Static 48Hr Acute Salvel. Salmonid,Aquatic Toxicity,Aquatic Toxicity
LC50 Static 48Hr Acute Cyprinella Leedsi,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 7Day Chronic D. Pulex,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 7Day Chronic Mysid. Bahia,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 7Day Chronic Cyprinodon,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 7Day Chronic Menidia,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 7Day Chronic Pimephales,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 7Day Chronic Salmo Gair.,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 7Day Chronic Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 7 Day Chronic Cyprinella Leedsi,Aquatic Toxicity,Aquatic Toxicity
Noel Statre 10Day Chronic Salvel. Salmonid,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 48Hr Acute Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 96Hr Acute Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 4Day Chronic Selen. Capr.,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 4Day Chronic L. Minor,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 4Day Chronic Champia,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 4Day Chronic Arbacia,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 4Day Chronic Ceriodaphnia,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 4Day Chronic D. Magna,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 4Day Chronic D. Pulex,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 4Day Chronic Mysid. Bahia,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 4Day Chronic Cyprinodon,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 4Day Chronic Menidia,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 4Day Chronic Pimephales,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 4Day Chronic Salmo Gair.,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 4Day Chronic Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 7Day Chronic Selen. Capr.,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 7Day Chronic L. Minor,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 7Day Chronic Champia,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 7Day Chronic Arbacia,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 7Day Chronic Ceriodaphnia,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 7Day Chronic D. Magna,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 7Day Chronic D. Pulex,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 7Day Chronic Mysid. Bahia,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 7Day Chronic Cyprinodon,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 7Day Chronic Menidia,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 7Day Chronic Pimephales,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 7Day Chronic Salmo Gair.,Aquatic Toxicity,Aquatic Toxicity
Noel Flth 7Day Chronic Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
%Effect Static 48Hr Acute Ceriodaphnia,Aquatic Toxicity,Aquatic Toxicity
%Effect Static 48Hr Acute Lepomis Macrochirus,Aquatic Toxicity,Aquatic Toxicity
%Effect Static 4 Day Chronic Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
%Effect Static 7Day Chronic Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
%Effect Static 24Hr Acute Ceriodaphnia,Aquatic Toxicity,Aquatic Toxicity
%Effect Static 24Hr Acute Pimephales,Aquatic Toxicity,Aquatic Toxicity
%Effect Statre 48Hr Acute Selen. Capr.,Aquatic Toxicity,Aquatic Toxicity
%Effect Statre 48Hr Acute L. Minor,Aquatic Toxicity,Aquatic Toxicity
%Effect Statre 48Hr Acu. Champia,Aquatic Toxicity,Aquatic Toxicity
%Effect Statre 48Hr Acute Arbacia,Aquatic Toxicity,Aquatic Toxicity
%Effect Statre 48Hr Acute Ceriodaphnia,Aquatic Toxicity,Aquatic Toxicity
%Effect Statre 48Hr Acute D. Magna,Aquatic Toxicity,Aquatic Toxicity
%Effect Statre 48Hr Acute D. Pulex,Aquatic Toxicity,Aquatic Toxicity
% Effect Statre 48Hr Acute Mysid. Bahia,Aquatic Toxicity,Aquatic Toxicity
%Effect Statre 48Hr Acute Cyprinodon,Aquatic Toxicity,Aquatic Toxicity
%Effect Statre 48Hr Acute Menidia,Aquatic Toxicity,Aquatic Toxicity
%Effect Statre 48Hr Acute Pimephales,Aquatic Toxicity,Aquatic Toxicity
%Effect Static Renewal 48Hr Acute Lepomis Macrochirus,Toxic Organics,Toxic Organics
%Effect Static Renewal 96Hr Acute Selenastrum capricoruntum,Toxic Organics,Toxic Organics
%Effect Static Renewal 96Hr Acute L. Minor,Toxic Organics,Toxic Organics
%Effect Static Renewal 96Hr Acute Champia parvula,Toxic Organics,Toxic Organics
%Effect Static Renewal 96Hr Acute Arbacia punctulata,Toxic Organics,Toxic Organics
%Effect Static Renewal 96Hr Acute Ceriodaphnia dubia,Toxic Organics,Toxic Organics
%Effect Static Renewal 96Hr Acute Daphnia magna,Toxic Organics,Toxic Organics
%Effect Static Renewal 96Hr Acute Daphnia pulex,Toxic Organics,Toxic Organics
% Effect Static Renewal 96Hr Acute Mysidopsis bahia,Toxic Organics,Toxic Organics
%Effect Static Renewal 96Hr Acute Cyprinodon variegatus,Toxic Organics,Toxic Organics
%Effect Static Renewal 96Hr Acute Menidia menidia,Toxic Organics,Toxic Organics
%Effect Static Renewal 96Hr Acute Pimephales promelas,Toxic Organics,Toxic Organics
%Effect Static Renewal 96Hr Acute Lepomis macrochirus,Toxic Organics,Toxic Organics
%Effect Statre 4Day Chronic Selen. Capr.,Aquatic Toxicity,Aquatic Toxicity
%Effect Statre 4Day Chronic L. Minor,Aquatic Toxicity,Aquatic Toxicity
%Effect Statre 4Day Chronic Champia,Aquatic Toxicity,Aquatic Toxicity
%Effect Statre 4Day Chronic Arbacia,Aquatic Toxicity,Aquatic Toxicity
LC50 Static 96Hr Acute Selen. Capr.,Aquatic Toxicity,Aquatic Toxicity
LC50 Static 96Hr Acute L. Minor,Aquatic Toxicity,Aquatic Toxicity
LC50 Static 96Hr Acute Champia,Aquatic Toxicity,Aquatic Toxicity
LC50 Static 96Hr Acute Arbacia,Aquatic Toxicity,Aquatic Toxicity
LC50 Static 96Hr Acute Ceriodaphnia,Aquatic Toxicity,Aquatic Toxicity
S-Propyldipropylthiocarbamate [Vernolate],Toxic Organics,Toxic Organics
Sulfotepp,Uncategorized,Uncategorized
"Chloride, dissolved in water",Solids,Dissolved Solids
"Thallium, total recoverable",Metals,Thallium
Bleached kraft,Uncategorized,Uncategorized
Chemi-mechanical pulp,Uncategorized,Uncategorized
Sulfite pulp,Uncategorized,Uncategorized
"4,4'-Butyldenebis[6-t-butyl-m-cresol]",Toxic Organics,Toxic Organics
"2,2-Dimethyl-2,3-dihydro-7-benzofuranol",Toxic Organics,Toxic Organics
Chlorine addition rate,Inorganics,Disinfectants
"Xylene, meta & para in combination",Toxic Organics,Toxic Organics
"BOD, mass, times flow prop. multiplier",Organics,COD
"Solids, total diss., percent by weight",Solids,Suspended Solids
Acrylic acid,Toxic Organics,Toxic Organics
p-Ethyltoluene,Toxic Organics,Toxic Organics
Dodecylguanidine salts,Nutrients,Dissolved Oxygen
Chloroethane,Uncategorized,Uncategorized
HEDP,Uncategorized,Uncategorized
Tolytriazole,Toxic Organics,Toxic Organics
Aldicarb sulfoxide,Uncategorized,Uncategorized
Aldicarb sulfone,Uncategorized,Uncategorized
Gross beta,Other,Other
Monitoring well level from the surface,Other,Other
"Aluminum, acid soluble",Metals,Aluminum
"THC, dry & O2",Uncategorized,Uncategorized
Benfluralin,Uncategorized,Uncategorized
"TCDD, total sludge",Toxic Organics,Toxic Organics
"PECDD, total sludge",Uncategorized,Uncategorized
"HXCDD, total sludge",Uncategorized,Uncategorized
"HPCDD, total sludge",Uncategorized,Uncategorized
"OCDD, total sludge",Uncategorized,Uncategorized
"TCDF, total sludge",Uncategorized,Uncategorized
"PECDF, total sludge",Uncategorized,Uncategorized
"HXCDF, total sludge",Uncategorized,Uncategorized
"HPCDF, total sludge",Uncategorized,Uncategorized
"OCDF, total sludge",Uncategorized,Uncategorized
"2,3,7,8-TCDD, total sludge",Toxic Organics,Toxic Organics
"2,3,7,8-TCDF, total sludge",Uncategorized,Uncategorized
"1,2,3,7,8-PECDD, total sludge",Uncategorized,Uncategorized
"1,2,3,7,8-PECDF, total sludge",Uncategorized,Uncategorized
"2,3,4,7,8-PECDF, total sludge",Uncategorized,Uncategorized
"1,2,3,4,7,8-HXCDD, total sludge",Uncategorized,Uncategorized
