PARAMETER_CODE,PARAMETER_DESC,POLLUTANT_CODE,STATUS_FLAG,UNIT_GROUP_CODE,PERCENT_REMOVAL_FLAG,PERCENT_EXCEEDENCE_FLAG,SNC_FLAG,IR_PARAMETER_DESC,PARENT_CATEGORY,SUB_CATEGORY,PARAMETER_CODE_CLEAN
51794,Nitrite + Nitrate total [as N],10354,I,59,N,Y,1.0,Nitrite + Nitrate total [as N],Nutrients,Nitrogen,51794
51795,"Flowing, Receiving Stream",5350,A,148,N,N,,,,,51795
51797,BOD excursions,10178,A,128,N,Y,1.0,,,,51797
51799,Duration of Land Application,11230,A,125,N,Y,,,,,51799
51798,Total Amount Land Applied,200001781,A,121,N,Y,,,,,51798
51800,Nitrotriazolone [NTO],200001801,A,59,N,Y,2.0,,,,51800
51801,"Carbon, dissolved inorganic [as C]",200001821,A,59,N,Y,1.0,"Carbon, dissolved inorganic [as C]",Uncommon,Uncommon,51801
51802,Total K001 Constituents,5498,A,59,N,Y,2.0,,,,51802
1105T,Aluminum [total],360,A,118,N,Y,1.0,,,,1105T
1045T,Iron [total],2215,A,118,N,Y,1.0,,,,1045T
1055T,Manganese [total],2423,A,118,N,Y,1.0,,,,1055T
51803,Mixing Zone,200001841,A,16,N,Y,,,,,51803
0665C,"Phosphorus, total [as P] [credit]",5889,A,59,N,Y,1.0,,,,665C
0600C,"Nitrogen, total [as N] [credit]",2817,A,59,N,Y,1.0,,,,600C
0600A,"Nitrogen, total [as N] [adjusted]",2817,A,59,N,Y,1.0,,,,600A
0600D,"Nitrogen, total [as N] [delivered]",2817,A,59,N,Y,1.0,,,,600D
51804,Nalco 3D TRASAR 3DT289,12503,A,59,N,Y,,,,,51804
51805,Nalco TRAC107 PLUS,12503,A,59,N,Y,,,,,51805
51806,Dimethyldiallylammonium chloride,200001861,A,59,N,Y,2.0,,,,51806
51807,Poly[diallyldimethylammonium chloride],200001881,A,59,N,Y,2.0,,,,51807
51808,Potassium aluminum sulfate [Alum],200001901,A,59,N,Y,1.0,,,,51808
73622,2-Methyl-5-nitrobenzenamine,320001941,A,59,N,Y,2.0,,,,73622
47006,Bacteria,558,A,96,N,Y,,,,,47006
51811,"Observation, Manatees",320001981,A,169,N,Y,,,,,51811
51816,"RCRA/CERCLA substances, 40 CFR 264 App IX",99999,A,59,N,Y,,,,,51816
51817,"1,2-Dinitrobenzene",320002061,A,59,N,Y,2.0,,,,51817
51818,Vibrio cholerae,320002081,A,96,N,Y,,,,,51818
51819,Organisms greater than or equal to 50 micrometers,3159,A,96,N,Y,,,,,51819
51820,Organisms less than 50 micrometers and greater than or equal to 10 micrometers,3159,A,96,N,Y,,,,,51820
51821,Wetlands Monitoring,320002101,A,156,N,N,,,,,51821
51867,"Polychlorinated biphenyls [PCBs], sum of Aroclors",10001,A,59,N,Y,2.0,"Polychlorinated biphenyls [PCBs], sum of Aroclors",Inorganics,Disinfectants,51867
51868,Mercury minimization,2448,A,156,N,N,,,,,51868
51871,Oil-Based Defoamer,320002241,A,59,N,Y,1.0,,,,51871
51813,Chlorinated benzenes,320002021,A,59,N,Y,2.0,,,,51813
51815,Grease,1956,A,156,N,N,1.0,,,,51815
51822,"2,2',5-TrCB , PCB-18  congener",320002102,A,59,,Y,2.0,"2,2',5-TrCB , PCB-18  congener",Uncommon,Uncommon,51822
51823," 2,4,4'-TrCB, PCB-28  congener",320002103,A,59,,Y,2.0," 2,4,4'-TrCB, PCB-28  congener",Uncommon,Uncommon,51823
51824,"3,4,4'-TrCB , PCB-37  congener",320002104,A,59,,Y,2.0,"3,4,4'-TrCB , PCB-37  congener",Uncommon,Uncommon,51824
51825,"2,2',3,5'-TeCB, PCB-44  congener",320002105,A,59,,Y,2.0,"2,2',3,5'-TeCB, PCB-44  congener",Uncommon,Uncommon,51825
51826,"2,2',4,5'-TeCB , PCB-49  congener",320002106,A,59,,Y,2.0,"2,2',4,5'-TeCB , PCB-49  congener",Uncommon,Uncommon,51826
51827,"2,2',5,5'-TeCB, PCB-52  congener",320002107,A,59,,Y,2.0,"2,2',5,5'-TeCB, PCB-52  congener",Uncommon,Uncommon,51827
51828,"2,3',4,4'-TeCB, PCB-66  congener",320002108,A,59,,Y,2.0,"2,3',4,4'-TeCB, PCB-66  congener",Uncommon,Uncommon,51828
51829,"2,3',4',5-TeCB , PCB-70  congener",320002109,A,59,,Y,2.0,"2,3',4',5-TeCB , PCB-70  congener",Uncommon,Uncommon,51829
51830,"2,4,4',5-TeCB , PCB-74  congener",320002110,A,59,,Y,2.0,"2,4,4',5-TeCB , PCB-74  congener",Uncommon,Uncommon,51830
51831,"3,3',4,4'-TeCB, PCB-77  congener",10622,A,59,,Y,2.0,"3,3',4,4'-TeCB, PCB-77  congener",Uncommon,Uncommon,51831
51832,"3,4,4',5-TeCB, PCB-81  congener",10623,A,59,,Y,2.0,"3,4,4',5-TeCB, PCB-81  congener",Uncommon,Uncommon,51832
51833,"2,2',3,4,5'-PeCB , PCB-87  congener",320002111,A,59,,Y,2.0,"2,2',3,4,5'-PeCB , PCB-87  congener",Uncommon,Uncommon,51833
51834,"2,2',4,4',5-PeCB , PCB-99  congener",320002112,A,59,,Y,2.0,"2,2',4,4',5-PeCB , PCB-99  congener",Uncommon,Uncommon,51834
51835,"2,2',4,5,5'-PeCB, PCB-101  congener",320002113,A,59,,Y,2.0,"2,2',4,5,5'-PeCB, PCB-101  congener",Uncommon,Uncommon,51835
51836,"2,3,3',4,4'-PeCB, PCB-105  congener",10618,A,59,,Y,2.0,"2,3,3',4,4'-PeCB, PCB-105  congener",Uncommon,Uncommon,51836
51837,"2,3,3',4',6-PeCB , PCB-110  congener",320002114,A,59,,Y,2.0,"2,3,3',4',6-PeCB , PCB-110  congener",Uncommon,Uncommon,51837
51838,"2,3,4,4',5-PeCB, PCB-114  congener",10619,A,59,,Y,2.0,"2,3,4,4',5-PeCB, PCB-114  congener",Uncommon,Uncommon,51838
51839,"2,3',4,4',5-PeCB, PCB-118  congener",10614,A,59,,Y,2.0,"2,3',4,4',5-PeCB, PCB-118  congener",Uncommon,Uncommon,51839
51840,"2,3',4,4',6-PeCB , PCB-119  congener",320002115,A,59,,Y,2.0,"2,3',4,4',6-PeCB , PCB-119  congener",Uncommon,Uncommon,51840
51841,"2',3,4,4',5-PeCB, PCB-123  congener",10612,A,59,,Y,2.0,"2',3,4,4',5-PeCB, PCB-123  congener",Uncommon,Uncommon,51841
51842,"3,3',4,4',5-PeCB, PCB-126  congener",10621,A,59,,Y,2.0,"3,3',4,4',5-PeCB, PCB-126  congener",Uncommon,Uncommon,51842
51843,"2,2',3,3',4,4'-HxCB, PCB-128  congener",320002116,A,59,,Y,2.0,"2,2',3,3',4,4'-HxCB, PCB-128  congener",Uncommon,Uncommon,51843
51844,"2,2',3,4,4',5'-HxCB, PCB-138  congener",320002117,A,59,,Y,2.0,"2,2',3,4,4',5'-HxCB, PCB-138  congener",Uncommon,Uncommon,51844
51845,"2,2',3,4',5',6-HxCB , PCB-149  congener",320002118,A,59,,Y,2.0,"2,2',3,4',5',6-HxCB , PCB-149  congener",Uncommon,Uncommon,51845
51846,"2,2',3,5,5',6-HxCB , PCB-151  congener",320002119,A,59,,Y,2.0,"2,2',3,5,5',6-HxCB , PCB-151  congener",Uncommon,Uncommon,51846
51847,"2,2',4,4',5,5'-HxCB, PCB-153  congener",320002120,A,59,,Y,2.0,"2,2',4,4',5,5'-HxCB, PCB-153  congener",Uncommon,Uncommon,51847
51848,"2,3,3',4,4',5-HxCB, PCB-156  congener",10617,A,59,,Y,2.0,"2,3,3',4,4',5-HxCB, PCB-156  congener",Uncommon,Uncommon,51848
51849,"2,3,3',4,4',5'-HxCB, PCB-157  congener",10615,A,59,,Y,2.0,"2,3,3',4,4',5'-HxCB, PCB-157  congener",Uncommon,Uncommon,51849
51850,"2,3,3',4,4',6-HxCB , PCB-158  congener",320002121,A,59,,Y,2.0,"2,3,3',4,4',6-HxCB , PCB-158  congener",Uncommon,Uncommon,51850
51851,"2,3',4,4',5,5'-HxCB, PCB-167  congener",10613,A,59,,Y,2.0,"2,3',4,4',5,5'-HxCB, PCB-167  congener",Uncommon,Uncommon,51851
51852,"2,3',4,4',5',6-HxCB , PCB-168  congener",320002122,A,59,,Y,2.0,"2,3',4,4',5',6-HxCB , PCB-168  congener",Uncommon,Uncommon,51852
51853,"2,2',3,3',4,4',5-HpCB, PCB-170  congener",320002123,A,59,,Y,2.0,"2,2',3,3',4,4',5-HpCB, PCB-170  congener",Uncommon,Uncommon,51853
51854,"2,2',3,3',4',5,6-HpCB , PCB-177  congener",320002124,A,59,,Y,2.0,"2,2',3,3',4',5,6-HpCB , PCB-177  congener",Uncommon,Uncommon,51854
51855,"2,2',3,4,4',5,5'-HpCB, PCB-180  congener",320002125,A,59,,Y,2.0,"2,2',3,4,4',5,5'-HpCB, PCB-180  congener",Uncommon,Uncommon,51855
51856,"2,2',3,4,4',5',6-HpCB , PCB-183  congener",320002126,A,59,,Y,2.0,"2,2',3,4,4',5',6-HpCB , PCB-183  congener",Uncommon,Uncommon,51856
51857,"2,2',3,4,4',6,6'-HpCB , PCB-184  congener",320002127,A,59,,Y,2.0,,,,51857
51858,"2,2',3,4',5,5',6-HpCB, PCB-187  congener",320002128,A,59,,Y,2.0,"2,2',3,4',5,5',6-HpCB, PCB-187  congener",Uncommon,Uncommon,51858
51859,"2,3,3',4,4',5,5'-HpCB, PCB-189  congener",10616,A,59,,Y,2.0,"2,3,3',4,4',5,5'-HpCB, PCB-189  congener",Uncommon,Uncommon,51859
51860,"2,2',3,3',4,4',5,5'-OcCB , PCB-194  congener",320002129,A,59,,Y,2.0,"2,2',3,3',4,4',5,5'-OcCB , PCB-194  congener",Uncommon,Uncommon,51860
51861,"2,2',3,3',4,5',6,6'-OcCB , PCB-201  congener",320002130,A,59,,Y,2.0,"2,2',3,3',4,5',6,6'-OcCB , PCB-201  congener",Uncommon,Uncommon,51861
51862,"2,2',3,3',4,4',5,5',6-NoCB, PCB-206  congener",320002131,A,59,,Y,2.0,"2,2',3,3',4,4',5,5',6-NoCB, PCB-206  congener",Uncommon,Uncommon,51862
51863,Number of connections,1,A,128,N,Y,,,,,51863
51870,Mineral Spirits - Odorless,320002221,A,59,N,Y,2.0,,,,51870
51864,"DDT/DDD/DDE, sum of p,p' isomers",320002181,A,59,N,Y,2.0,,,,51864
51872,Polydimethylsiloxanes,320002242,A,59,N,Y,2.0,,,,51872
51866,"Polychlorinated biphenyls [PCBs], sum of congeners",10001,A,59,N,Y,2.0,"Polychlorinated biphenyls [PCBs], sum of congeners",Uncommon,Uncommon,51866
51869,Imazamox,320002201,A,59,N,Y,2.0,Imazamox,Uncommon,Uncommon,51869
8082L,"BOD, carbonaceous [5 day, 20 C][load]",10107,A,118,N,Y,1.0,,,,8082L
51812,Sediment Oxygen Demand,320002001,A,59,N,Y,,,,,51812
51810,Bacteria - % samples exceeding limit,558,A,16,N,Y,,,,,51810
51809,Pathogens,3159,A,96,N,Y,,Pathogens,Pathogens,Pathogens,51809
3785,Benzofluoranthene,320001961,A,59,N,Y,1.0,,,,3785
51814,Cymene,320002041,A,59,N,Y,2.0,,,,51814
51865,"Sulfates, total [as SO4]",3907,A,59,N,Y,1.0,,,,51865
51873,"Polychlorinated biphenyls [PCBs], sum of Aroclors and Congeners",10001,A,59,N,Y,2.0,,,,51873
0929E,"Sodium,total [mEq/l]",6802,A,172,N,Y,1.0,,,,929E
0925E,"Magnesium, dissolved [mEq/l]",6699,A,172,N,Y,1.0,,,,925E
480PS,Salinity [PSU],12192,A,175,N,Y,,,,,480PS
51915,"Fluoride, total [as F] [Can Production]",1822,A,179,N,Y,1.0,,,,51915
51896,"3,3',4,4',5,5'-HxCB,PCB-169 congener",10620,A,59,N,Y,2.0,"3,3',4,4',5,5'-HxCB,PCB-169 congener",Uncommon,Uncommon,51896
51904,Inorganic Pollutants,2200,A,59,N,Y,1.0,,,,51904
51909,Chloronaphthalene,320002522,A,59,N,Y,2.0,,,,51909
51910,N-Nitrosodiethanolamine,320002521,A,59,N,Y,2.0,,,,51910
51916,"Phosphorus, total [as P] [Can Production]",5889,A,179,N,Y,1.0,,,,51916
51918,"Solids, total suspended [Can Production]",10486,A,179,N,Y,1.0,,,,51918
51919,"Manganese, total [as Mn] [Can Production]",2423,A,179,N,Y,1.0,,,,51919
51921,Can Production,12429,A,180,N,Y,,,,,51921
0665D,"Phosphorus, total [as P] [delivered]",5889,A,59,N,Y,1.0,,,,665D
1119A,"Copper, total recoverable",1165,A,17,N,Y,2.0,"Copper, total recoverable",Metals,Copper,1119A
7190A,"Mercury, total recoverable",2448,A,17,N,Y,2.0,"Mercury, total recoverable",Metals,Mercury,7190A
8247A,"Chromium, hexavalent tot recoverable",10214,A,17,N,Y,2.0,"Chromium, hexavalent tot recoverable",Uncommon,Uncommon,8247A
51925,"SSO, Dry Weather",3697,A,166,N,Y,,,,,51925
TGG3W,Pass/Fail Static 1Hr Fertilization Test Chronic Tripneustes gratilla,4677,A,156,N,N,,,,,TGG3W
TLP6J,Low Flow Pass/Fail Survival Test Static Renewal 7 Day Chronic Menidia beryllina,4677,A,55,N,N,,,,,TLP6J
51940,Miscellaneous Discharges [Pipeline Brine] [Free Oil],11681,A,129,N,Y,,,,,51940
51874,Beta/photon emitters,320002261,A,48,N,Y,,Beta/photon emitters,Other,Other,51874
51875,Total Production - area,12429,A,171,N,Y,,,,,51875
TCN1E,%Effect Static Renewal 96Hr Acute Raphidocelis subcapita,4677,A,16,N,Y,,,,,TCN1E
51899,Stream Velocity,12283,A,177,N,N,,,,,51899
51878,Butyl Acrylate,10061,A,59,N,Y,2.0,,,,51878
51898,Stream Level,12499,A,176,N,N,,,,,51898
51903,Specific Oxygen Update Rate [SOUR],320002481,A,178,N,Y,1.0,,,,51903
51912,"Aluminum, total [as Al] [Can Production]",360,A,179,N,Y,1.0,,,,51912
51913,"Chromium, total [as Cr] [Can Production]",1012,A,179,N,Y,2.0,,,,51913
TEM6J,Low Flow Pass/Fail Static Renewal 48Hr Acute Menidia beryllina,4677,A,55,N,N,,,,,TEM6J
TOP6J,NOEC Lethal Static Renewal 7 Day Chronic Menidia beryllina,4677,A,16,N,Y,,,,,TOP6J
TQM6J,Coef Of Var Static Renewal 48Hr Acute Menidia beryllina,4677,A,16,N,Y,,,,,TQM6J
TQP6J,Coef Of Var Static Renewal 7Day Chronic Menidia beryllina,4677,A,16,N,Y,,,,,TQP6J
WAN3B,"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr C dubia",4677,A,55,,,,,,,WAN3B
WAN3C,"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr D magna",4677,A,55,,,,,,,WAN3C
WAN3E,"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr A bahia",4677,A,55,,,,,,,WAN3E
WAN3Q,"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr H costata",4677,A,55,,,,,,,WAN3Q
WAN3Y,"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr H azteca",4677,A,55,,,,,,,WAN3Y
WAN6N,"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr S fontinalis",4677,A,55,,,,,,,WAN6N
WAN6I,"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr O mykiss",4677,A,55,,,,,,,WAN6I
WAN6C,"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr P promelas",4677,A,55,,,,,,,WAN6C
WAN6J,"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr M beryllina",4677,A,55,,,,,,,WAN6J
WAN6L,"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr A affinis",4677,A,55,,,,,,,WAN6L
WB13B,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR8dmax C dubia",4677,A,55,,,,,,,WB13B
WB23L,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static72hr S purpuratus",4677,A,55,,,,,,,WB23L
WB23N,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static72hr D excentricus",4677,A,55,,,,,,,WB23N
WBK3O,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static48hr C gigas",4677,A,55,,,,,,,WBK3O
WBK3R,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static48hr H rufescens",4677,A,55,,,,,,,WBK3R
WBK3S,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static48hr Mytilus spp",4677,A,55,,,,,,,WBK3S
WB33L,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static40min S purpuratus",4677,A,55,,,,,,,WB33L
WB33N,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static40min D excentricus",4677,A,55,,,,,,,WB33N
WB43W,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static80min T gratilla",4677,A,55,,,,,,,WB43W
WLK1D,"Chronic Mthd Sublethal Endpt Germination, TSTcHo R/nR Pass/Fail, Static48hr M pyrifera",4677,A,55,,,,,,,WLK1D
WMK1D,"Chronic Mthd Sublethal Endpt Germ Tube Length, TSTcHo R/nR Pass/Fail, Static48hr M pyrifera",4677,A,55,,,,,,,WMK1D
WBP3E,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR7d A bahia",4677,A,55,,,,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR7d A bahia",Uncommon,Uncommon,WBP3E
WBP3Q,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR7d H costata",4677,A,55,,,,,,,WBP3Q
WBP6C,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR7d P promelas",4677,A,55,,,,,,,WBP6C
WBP6J,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR7d M beryllina",4677,A,55,,,,,,,WBP6J
WBP6L,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR7d A affinis",4677,A,55,,,,,,,WBP6L
WBR1E,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static96hr R subcapitata",4677,A,55,,,,,,,WBR1E
WC13B,"Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR8dmax C dubia",4677,A,182,,Y,,"Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR8dmax C dubia",Aquatic Toxicity,Aquatic Toxicity,WC13B
WCP3E,"Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR7d A bahia",4677,A,182,,Y,,,,,WCP3E
WCP3Q,"Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR7d H costata",4677,A,182,,Y,,,,,WCP3Q
WCP6C,"Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR7d P promelas",4677,A,182,,Y,,"Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR7d P promelas",Aquatic Toxicity,Aquatic Toxicity,WCP6C
WCP6J,"Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR7d M beryllina",4677,A,182,,Y,,,,,WCP6J
WCP6L,"Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR7d A affinis",4677,A,182,,Y,,"Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR7d A affinis",Uncommon,Uncommon,WCP6L
WDN3B,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr C dubia",4677,A,182,,Y,,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr C dubia",Uncommon,Uncommon,WDN3B
WDN3C,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr D magna",4677,A,182,,Y,,,,,WDN3C
WDN3D,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr D pulex",4677,A,182,,Y,,,,,WDN3D
WDN3E,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr A bahia",4677,A,182,,Y,,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr A bahia",Uncommon,Uncommon,WDN3E
WDN3Q,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr H costata",4677,A,182,,Y,,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr H costata",Uncommon,Uncommon,WDN3Q
WDN3Y,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr H azteca",4677,A,182,,Y,,,,,WDN3Y
WDN6A,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr C variegatus",4677,A,182,,Y,,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr C variegatus",Uncommon,Uncommon,WDN6A
WDN6C,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr P promelas",4677,A,182,,Y,,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr P promelas",Uncommon,Uncommon,WDN6C
WDN6H,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr C leedsi",4677,A,182,,Y,,,,,WDN6H
WDN6I,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr O mykiss",4677,A,182,,Y,,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr O mykiss",Uncommon,Uncommon,WDN6I
WDN6J,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr M beryllina",4677,A,182,,Y,,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr M beryllina",Aquatic Toxicity,Aquatic Toxicity,WDN6J
WDN6L,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr A affinis",4677,A,182,,Y,,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr A affinis",Aquatic Toxicity,Aquatic Toxicity,WDN6L
26503,Thorium-234 [Radioactivity Concentration],12609,A,9,N,Y,,,,,26503
51880,Microcystin,320002381,A,10,N,Y,,,,,51880
0927E,"Magnesium, total [mEq/l]",6699,A,172,N,Y,1.0,,,,927E
51882,Date Dewatering Began,320002403,A,173,N,N,,,,,51882
51890,Process 4 Product Output,320002402,A,57,N,Y,,,,,51890
51891,Process 5 Product Output,320002402,A,57,N,Y,,,,,51891
51897,"Copper, calculated limit",1165,A,59,N,Y,2.0,,,,51897
51901,Date Discharge Began,1485,A,173,N,N,,,,,51901
46487,"BOD, 120 Day, 20 Degrees C",320002461,A,59,N,Y,1.0,,,,46487
TGB3E,Pass/Fail Static 96HR Acute Americamysis bahia,4677,A,55,N,Y,,Pass/Fail Static 96HR Acute Americamysis bahia,Uncommon,Uncommon,TGB3E
51907,Specific conductance [umho/cm],12263,A,6,N,Y,,,,,51907
51922,Alkalinity - Acidity [as CaCO3],10801,A,59,N,Y,1.0,,,,51922
51930,Annual Certification Statement,320002641,A,55,N,N,,,,,51930
T8K1D,% Effect/ Pass/Fail Static 48HR Chronic Macrocystis pyrifera,4677,A,182,N,Y,,,,,T8K1D
T8K3R,% Effect/ Pass/Fail Static 48HR Chronic Haliotis rufescens,4677,A,182,N,Y,,,,,T8K3R
22606,Uranium-234,320002681,A,9,N,Y,,,,,22606
51944,Quarterly Certification Statement,320002641,A,55,N,N,,,,,51944
51934,Plutonium-239 and Plutonium-240 combined,320002741,A,9,N,Y,,,,,51934
51936,Total Toxic Organics [TTO] Non-Use Certification,320002641,A,55,N,N,,,,,51936
WDN6N,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr S fontinalis",4677,A,182,,Y,,,,,WDN6N
WEP3E,"Chronic Mthd, Survival Endpt %Effect, Growth Endpt Median TSTcHo R/nR Pass/Fail, StatR7d A bahia",4677,A,182,,Y,,"Chronic Mthd, Survival Endpt %Effect, Growth Endpt Median TSTcHo R/nR Pass/Fail, StatR7d A bahia",Aquatic Toxicity,Aquatic Toxicity,WEP3E
WEP3Q,"Chronic Mthd, Survival Endpt %Effect, Growth Endpt Median TSTcHo R/nR Pass/Fail, StatR7d H costata",4677,A,182,,Y,,"Chronic Mthd, Survival Endpt %Effect, Growth Endpt Median TSTcHo R/nR Pass/Fail, StatR7d H costata",Uncommon,Uncommon,WEP3Q
WEP6C,"Chronic Mthd, Survival Endpt %Effect, Growth Endpt Median TSTcHo R/nR Pass/Fail, StatR7d P promelas",4677,A,182,,Y,,"Chronic Mthd, Survival Endpt %Effect, Growth Endpt Median TSTcHo R/nR Pass/Fail, StatR7d P promelas",Aquatic Toxicity,Aquatic Toxicity,WEP6C
WEP6J,"Chronic Mthd, Survival Endpt %Effect, Growth Endpt Median TSTcHo R/nR Pass/Fail, StatR7d M beryllina",4677,A,182,,Y,,"Chronic Mthd, Survival Endpt %Effect, Growth Endpt Median TSTcHo R/nR Pass/Fail, StatR7d M beryllina",Uncommon,Uncommon,WEP6J
WEP6L,"Chronic Mthd, Survival Endpt %Effect, Growth Endpt Median TSTcHo R/nR Pass/Fail, StatR7d A affinis",4677,A,182,,Y,,"Chronic Mthd, Survival Endpt %Effect, Growth Endpt Median TSTcHo R/nR Pass/Fail, StatR7d A affinis",Aquatic Toxicity,Aquatic Toxicity,WEP6L
WF13B,"Chronic Mthd, Survival Endpt %Effect, Reprod Endpt Median TSTcHo R/nR Pass/Fail, StatR8dmax C dubia",4677,A,182,,Y,,"Chronic Mthd, Survival Endpt %Effect, Reprod Endpt Median TSTcHo R/nR Pass/Fail, StatR8dmax C dubia",Aquatic Toxicity,Aquatic Toxicity,WF13B
WGR1E,"Chronic Mthd Growth Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, Static96hr R subcapitata",4677,A,182,,Y,,"Chronic Mthd Growth Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, Static96hr R subcapitata",Aquatic Toxicity,Aquatic Toxicity,WGR1E
WHK3O,"Chronic Mthd Larval Development Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, Static48hr C gigas",4677,A,182,,Y,,"Chronic Mthd Larval Development Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, Static48hr C gigas",Uncommon,Uncommon,WHK3O
WHK3R,"Chronic Mthd Larval Development Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, Static48hr H rufescens",4677,A,182,,Y,,"Chronic Mthd Larval Development Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, Static48hr H rufescens",Aquatic Toxicity,Aquatic Toxicity,WHK3R
WHK3S,"Chronic Mthd Larval Development Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, Static48hr Mytilus spp",4677,A,182,,Y,,"Chronic Mthd Larval Development Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, Static48hr Mytilus spp",Uncommon,Uncommon,WHK3S
